Notes,predicted_label,confidence
placed on IL recovering from surgery on right wrist,surgery,0.2606931670788174
placed on IL with left knee effusion,injury,0.5231616945947892
placed on IL with plantar fasciitis in left foot (out for season),injury,0.26654131434272327
called up from NBADL (NBA),called up from G-leaue,0.24952065767738998
strained right calf (out indefinitely),long term injury,0.28239618115832915
placed on IL with illness (out for season),illness,0.3610948363836131
suspended by NBA for 1 game for guilty plea to operating a motor vehicle in a negligent manner while exhibiting the effects of having consumed alcohol,suspension,0.3966166139480685
fractured fibula in right leg (out indefinitely),long term injury,0.27816475629206083
placed on IL with torn meniscus in right knee,injury,0.30559420471034976
arthroscopic surgery on right knee to repair torn meniscus (out indefinitely),surgery,0.3462886973558638
placed on IL with bruised shin,injury,0.3958547213161034
placed on IL for rest / shoulder injury,injury,0.3279212428634707
sprained left hand (DTD),DTD/DNP,0.29618211591804716
placed on IL with swelling in right knee,injury,0.4732351398545017
swelling in right knee (DTD),DTD/DNP,0.22174439737831833
knee injury / rest (out for season),long term injury,0.24409807096559596
placed on IL with strained left knee/quadriceps,injury,0.3729521294457165
surgery to remove appendix (out indefinitely),surgery,0.2636947939853808
recovering from surgery to remove appendix (DTD),surgery,0.24039167714389628
placed on IL with recovering from surgery to remove appendix,surgery,0.26504063254586635
placed on IL with flu / strep throat,injury,0.29597837614066524
fractured bones in face (out indefinitely),long term injury,0.2671765389406247
placed on IL with fractured bones in face,injury,0.3533998445592372
left hamstring injury (out for season),long term injury,0.38489214877022365
"fined $15,000 by NBA for verbally abusing referees and failing to leave the court after being ejected",fined,0.17538289925143952
placed on IL with birth of daughter,injury,0.7035313093461577
placed on IL with bruised/sprained left shoulder,injury,0.25178642593803796
bursitis in knee (DTD),DTD/DNP,0.17959926128009174
placed on IL with bursitis in left knee,injury,0.4250062076519515
sore Achilles (DTD),soreness,0.26240086069974544
placed on IL with fractured left orbital bone and fractured nose,injury,0.3127704752446245
suspended by team for 1 game for conduct detrimental to the team (player verbally confronted head coach during game),suspension,0.3641686643907551
arthroscopic surgery on right knee to repair cartilage damage (out for season),surgery,0.34531114026115534
recovering from arthroscopic surgery on right knee to repair cartilage damage (DTD),surgery,0.3465966060982783
placed on IL with recovering from arthroscopic surgery on right knee to repair cartilage damage,surgery,0.3627241558745041
placed on IL with rehab of knee / rest,injury,0.3166866049086566
placed on IL for rest / knee injury,injury,0.38447744142918383
placed on IL with sore right hamstring / right knee injury (out for season),long term injury,0.32349155771877747
surgery on right knee to repair medial meniscus (out for season),surgery,0.28801154461585043
rehab of left ankle (DTD),DTD/DNP,0.3041073397751011
placed on IL with adductor muscle in right hip injury,injury,0.524810256597852
right knee inflammation (DTD),DTD/DNP,0.23895565883829673
hip pointer (DTD),injury,0.17817515005592535
partially torn right groin muscle (out indefinitely),long term injury,0.26727591904714937
placed on IL with right foot injury (DTD),injury,0.4669158516443802
sore groin (DTD),soreness,0.27397142240991407
placed on IL with right adductor injury,injury,0.5296205660425044
placed on IL with bruised left shin,injury,0.3682480631190085
bruised knee (DTD),DTD/DNP,0.39494249231462353
placed on IL with ankle injury / sore left knee (Y),injury,0.3339479738660672
Achilles injury (DTD),DTD/DNP,0.19724395421927463
placed on IL with Achilles injury,injury,0.4295874676084426
placed on IL with hip flexor injury (out for season),injury,0.36896838640358304
sprained back / SI joint (DTD),DTD/DNP,0.3408624404846451
placed on IL with sore/sprained left wrist,injury,0.22888512086327106
infection in right toe (DTD),illness,0.3458420823137777
placed on IL with infection in right toe,injury,0.26442488806402065
illness / upper respiratory infection (DTD),illness,0.5180921653527197
placed on IL with sprained toe on left foot,injury,0.37786426344923524
arthroscopic surgery on right big toe (out indefinitely),surgery,0.2194306912238777
strained back (DTD),DTD/DNP,0.3711023226733559
suspended by NBA for 1 game for altercation with referee,suspension,0.3686207476396546
placed on IL with sore right foot / knee,soreness,0.33438579250194234
suspended by NBA for 2 games for entering opposing teams locker room following game,suspension,0.3474535392051406
placed on IL with sprained left hamstring,injury,0.3185567564434553
strained left hip flexor (DTD),DTD/DNP,0.24781246162369694
sprained right ankle / foot (CBC) (DTD),DTD/DNP,0.2089379727357343
tightness in hamstring (DTD),DTD/DNP,0.20605789028256558
bruised left heel (DTD),DTD/DNP,0.40213693101451015
fractured right orbital bone (DTD),DTD/DNP,0.21270440898362272
placed on IL with fractured right orbital bone,injury,0.34708570627990776
placed on IL with right heel injury,injury,0.4874968671928933
left ankle injury / sore left foot (DTD),DTD/DNP,0.374917234424231
"fined $25,000 by NBA for throwing seat cushion into stands during game",fined,0.27411363184665255
fractured left hand (DTD),DTD/DNP,0.21107913513406054
placed on IL with ankle injury / rest,injury,0.37047705049790836
"fined $25,000 by NBA for using inappropriate language toward fans during game",fined,0.2610450604160325
placed on IL with right ankle / right heel injury,injury,0.4459543164405654
sore right elbow (out for season),soreness,0.313506963626121
"fined $10,000 by NBA for bumping into opposing player during post-game interview",fined,0.18186457539484072
death of father (DTD),other reasons,0.3290488609853588
separated right shoulder (DTD),DTD/DNP,0.18097309998552044
"fined $20,000 by NBA for escalating an incident with threatening comments",fined,0.21310852370456254
"fined $15,000 by NBA for throwing flagrant forearm",fined,0.21575154914589814
suspended by NBA for 1 game for hitting opposing player,suspension,0.4216715939413258
elbow injury / fractured nose (P) (DTD),DTD/DNP,0.1941327748575085
surgery on right elbow to remove bone spurs and chips (out for season),long term injury,0.20612522807035077
placed on IL recovering from surgery on right elbow to remove bone spurs and chips (out for season),surgery,0.2417057690556794
placed on IL with sprained right ankle / illness (DTD),injury,0.26564674454818166
fractured tibia in right leg (out for season),long term injury,0.32852397671955286
surgery on right leg to repair fractured tibia (out for season),surgery,0.2778192982403621
placed on IL recovering from surgery on right leg to repair fractured tibia (out for season),surgery,0.33279820184942793
surgery on right foot/leg to replace screw (out for season),long term injury,0.19122097353511192
stress fracture in left foot (out for season),long term injury,0.24734607409079573
player declined contract option,other reasons,0.18130272407991835
placed on IL with sore left calf (P) / wrist injury (CBC),injury,0.24614771695098897
"fined $2,000 by NBA for throwing punch at opposing player",fined,0.19099907560304683
strained left elbow (DTD),DTD/DNP,0.28729403889634564
bruised right orbital bone (DTD),DTD/DNP,0.37451452378812283
sore left elbow (DTD),soreness,0.2951789454092327
placed on IL with torn plantar fascia in left foot (out for season),injury,0.29423881638584903
fractured jaw (out indefinitely),long term injury,0.35179404923514135
oral surgery to replace lost tooth (DTD),illness,0.19176541100430286
sprained/strained left shoulder (DTD),DTD/DNP,0.2706030911131077
sore hamstring (DTD),soreness,0.24003161808676957
placed on IL with hamstring injury (P),injury,0.3165803941380316
scratched eye (DTD),DTD/DNP,0.20444255379466086
sore left quadriceps (DTD),DTD/DNP,0.2898614500736731
called up from NBADL (SN),called up from G-leaue,0.20933201298951096
hip injury / sports hernia (out for season),long term injury,0.3282831598640227
placed on IL with hip injury / sports hernia (out for season),injury,0.43038616879254427
surgery to repair sports hernia (out for season),surgery,0.4122139979466572
suspended by NBA for 1 game for elbowing opposing player in neck,suspension,0.3761490470103107
lacerated right hand (DTD),DTD/DNP,0.21146227924251979
strained oblique (DTD),DTD/DNP,0.3711023226733559
suspended by NBA for 1 game for elbowing opposing player,suspension,0.40968554709799765
sprained MCL in right knee (out for season),long term injury,0.5029473766953843
fined an undisclosed amount by team for his comments to the media expressing frustration with his role on the team following game,suspension,0.1524093303109187
strained left ankle (DTD),DTD/DNP,0.3611828942731772
placed on IL with strained left ankle,injury,0.37977611535251926
patella tendinitis in left knee (DTD),DTD/DNP,0.17550743113455533
torn labrum in left hip (out for season),long term injury,0.37699768757202046
recovering from surgery on left hip to repair torn labrum (out for season),surgery,0.33231679782775053
placed on IL with recovering from surgery on left hip to repair torn labrum (out for season),surgery,0.32722528832297
back spasms (P) (DTD),DTD/DNP,0.20452060202696284
sprained right foot (DTD),DTD/DNP,0.22922128877495057
placed on IL with surgery on right ankle/foot,injury,0.30600443977454417
right ankle injury (out for season),long term injury,0.4933585482801407
hyperextended knee (DTD),DTD/DNP,0.22281844268601084
hyperextended right knee (out for season),long term injury,0.4420299941141813
thrombocytopenia (blood disorder) (DTD),DTD/DNP,0.20302251609544741
hand injury / illness (DTD),illness,0.30111084935936644
torn ACL in right knee (out for season),long term injury,0.40665897328683187
surgery on right knee to repair torn ligament (out for season),surgery,0.4048248130241852
"placed on IL with torn MCL, disloated patella in right knee (out for season)",long term injury,0.39809773665052134
"surgery on right knee to repair torn MCL, dislocated patella (out for season) (date approximate)",surgery,0.26690159699430427
personal reasons (out for season),other reasons,0.5853855763849228
strained left knee (DTD),DTD/DNP,0.24826710135513871
surgery on foot (out for season),surgery,0.26412037985773523
fractured rib (out for season),long term injury,0.5393589519729263
placed on IL with fractured rib (out for season),long term injury,0.42871960504828543
suspended by NBA for 1 game for flagrant foul two,suspension,0.3643634470121315
knee injury (from gunshot wound) (DTD),injury,0.20667580797004245
placed on IL with knee injury (from gunshot wound),injury,0.5561599570977188
